#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A68A76
#Date Time: 2019-03-19 09:03:45.091
#Sample rate: 4e+06Hz
#Samples: 8192
#Trigger: Source: Channel 2 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 100 mV/div Offset: 300 mV
#Channel 2: Range: 2 V/div Offset: -4 V
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Sine
#Frequency: 1 kHz
#Amplitude: 100 mV
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °

Time (s),Channel 1 (V),Channel 2 (V)
-0.0005805,-0.05871,2.48783
-0.00058025,-0.0554136,2.48452
-0.00058,-0.0521172,2.47126
-0.00057975,-0.0488208,2.46794
-0.0005795,-0.0488208,2.46131
-0.00057925,-0.0488208,2.45137
-0.000579,-0.0521172,2.44142
-0.00057875,-0.0554136,2.43479
-0.0005785,-0.05871,2.42816
-0.00057825,-0.0554136,2.42153
-0.000578,-0.0554136,2.41822
-0.00057775,-0.0554136,2.4149
-0.0005775,-0.05871,2.40827
-0.00057725,-0.05871,2.40164
-0.000577,-0.05871,2.39833
-0.00057675,-0.05871,2.39501
-0.0005765,-0.05871,2.38507
-0.00057625,-0.0554136,2.37512
-0.000576,-0.0521172,2.36518
-0.00057575,-0.0521172,2.36187
-0.0005755,-0.0488208,2.35192
-0.00057525,-0.0488208,2.34861
-0.000575,-0.0521172,2.33535
-0.00057475,-0.0554136,2.33203
-0.0005745,-0.0521172,2.32209
-0.00057425,-0.0554136,2.32209
-0.000574,-0.0554136,2.31214
-0.00057375,-0.0554136,2.30551
-0.0005735,-0.0554136,2.29888
-0.00057325,-0.0554136,2.28894
-0.000573,-0.05871,2.27899
-0.00057275,-0.0554136,2.26573
-0.0005725,-0.0554136,2.26242
-0.00057225,-0.0554136,2.26242
-0.000572,-0.0521172,2.25247
-0.00057175,-0.0521172,2.24916
-0.0005715,-0.0521172,2.2359
-0.00057125,-0.0521172,2.23921
-0.000571,-0.0488208,2.2359
-0.00057075,-0.0488208,2.21932
-0.0005705,-0.0488208,2.21932
-0.00057025,-0.0521172,2.21601
-0.00057,-0.0521172,2.21269
-0.00056975,-0.0521172,2.21601
-0.0005695,-0.0554136,2.21269
-0.00056925,-0.0554136,2.19943
-0.000569,-0.0521172,2.1928
-0.00056875,-0.0455243,2.18617
-0.0005685,-0.0455243,2.17623
-0.00056825,-0.0455243,2.16628
-0.000568,-0.0488208,2.15302
-0.00056775,-0.0521172,2.14308
-0.0005675,-0.0521172,2.13645
-0.00056725,-0.0521172,2.12319
-0.000567,-0.0521172,2.11656
-0.00056675,-0.0521172,2.11325
-0.0005665,-0.0521172,2.10662
-0.00056625,-0.0455243,2.09667
-0.000566,-0.0521172,2.09004
-0.00056575,-0.0488208,2.08341
-0.0005655,-0.0488208,2.07347
-0.00056525,-0.0488208,2.06352
-0.000565,-0.0455243,2.05026
-0.00056475,-0.0488208,2.03369
-0.0005645,-0.0488208,2.02706
-0.00056425,-0.0521172,2.01711
-0.000564,-0.0521172,2.00385
-0.00056375,-0.0521172,1.99391
-0.0005635,-0.0488208,1.98065
-0.00056325,-0.0488208,1.97402
-0.000563,-0.0488208,1.96076
-0.00056275,-0.0455243,1.95744
-0.0005625,-0.0455243,1.95744
-0.00056225,-0.0521172,1.9475
-0.000562,-0.0521172,1.95081
-0.00056175,-0.0554136,1.94418
-0.0005615,-0.0521172,1.93755
-0.00056125,-0.0488208,1.92761
-0.000561,-0.0488208,1.91435
-0.00056075,-0.0488208,1.9044
-0.0005605,-0.0455243,1.89446
-0.00056025,-0.0455243,1.88783
-0.00056,-0.0488208,1.87788
-0.00055975,-0.0455243,1.86794
-0.0005595,-0.0488208,1.86463
-0.00055925,-0.0488208,1.858
-0.000559,-0.0488208,1.85468
-0.00055875,-0.0488208,1.85468
-0.0005585,-0.0488208,1.84805
-0.00055825,-0.0521172,1.85137
-0.000558,-0.0455243,1.84474
-0.00055775,-0.0455243,1.84142
-0.0005575,-0.0488208,1.83811
-0.00055725,-0.0455243,1.82816
-0.000557,-0.0422279,1.82153
-0.00055675,-0.0455243,1.81159
-0.0005565,-0.0455243,1.79833
-0.00055625,-0.0422279,1.78507
-0.000556,-0.0455243,1.77181
-0.00055575,-0.0455243,1.75855
-0.0005555,-0.0488208,1.75192
-0.00055525,-0.0488208,1.74529
-0.000555,-0.0488208,1.74197
-0.00055475,-0.0455243,1.74197
-0.0005545,-0.0422279,1.72871
-0.00055425,-0.0455243,1.72208
-0.000554,-0.0455243,1.71545
-0.00055375,-0.0488208,1.70882
-0.0005535,-0.0455243,1.69556
-0.00055325,-0.0455243,1.68562
-0.000553,-0.0455243,1.67567
-0.00055275,-0.0422279,1.66904
-0.0005525,-0.0455243,1.66241
-0.00055225,-0.0422279,1.64584
-0.000552,-0.0488208,1.63921
-0.00055175,-0.0488208,1.63258
-0.0005515,-0.0488208,1.62595
-0.00055125,-0.0455243,1.61601
-0.000551,-0.0488208,1.61269
-0.00055075,-0.0455243,1.60606
-0.0005505,-0.0422279,1.60275
-0.00055025,-0.0488208,1.59612
-0.00055,-0.0455243,1.5928
-0.00054975,-0.0521172,1.58286
-0.0005495,-0.0488208,1.5696
-0.00054925,-0.0521172,1.56297
-0.000549,-0.0455243,1.55634
-0.00054875,-0.0455243,1.55302
-0.0005485,-0.0455243,1.54639
-0.00054825,-0.0422279,1.53645
-0.000548,-0.0422279,1.5265
-0.00054775,-0.0389315,1.52319
-0.0005475,-0.0389315,1.51324
-0.00054725,-0.0356351,1.49998
-0.000547,-0.0389315,1.49004
-0.00054675,-0.0389315,1.48672
-0.0005465,-0.0389315,1.48009
-0.00054625,-0.0389315,1.47015
-0.000546,-0.0356351,1.4602
-0.00054575,-0.0389315,1.45357
-0.0005455,-0.0422279,1.44694
-0.00054525,-0.0422279,1.44694
-0.000545,-0.0422279,1.437
-0.00054475,-0.0422279,1.43368
-0.0005445,-0.0422279,1.42374
-0.00054425,-0.0422279,1.41711
-0.000544,-0.0488208,1.41048
-0.00054375,-0.0455243,1.40053
-0.0005435,-0.0422279,1.39059
-0.00054325,-0.0455243,1.38396
-0.000543,-0.0422279,1.3707
-0.00054275,-0.0389315,1.36407
-0.0005425,-0.0356351,1.35081
-0.00054225,-0.0323387,1.34087
-0.000542,-0.0323387,1.33755
-0.00054175,-0.0323387,1.33092
-0.0005415,-0.0323387,1.32429
-0.00054125,-0.0389315,1.31435
-0.000541,-0.0422279,1.31435
-0.00054075,-0.0422279,1.30772
-0.0005405,-0.0455243,1.3044
-0.00054025,-0.0422279,1.29777
-0.00054,-0.0389315,1.29446
-0.00053975,-0.0356351,1.27788
-0.0005395,-0.0389315,1.26462
-0.00053925,-0.0389315,1.25799
-0.000539,-0.0389315,1.2381
-0.00053875,-0.0356351,1.22816
-0.0005385,-0.0389315,1.22153
-0.00053825,-0.0389315,1.21821
-0.000538,-0.0422279,1.20495
-0.00053775,-0.0389315,1.19169
-0.0005375,-0.0389315,1.18506
-0.00053725,-0.0389315,1.1718
-0.000537,-0.0356351,1.16849
-0.00053675,-0.0356351,1.16186
-0.0005365,-0.0389315,1.15854
-0.00053625,-0.0389315,1.1486
-0.000536,-0.0389315,1.13865
-0.00053575,-0.0356351,1.1254
-0.0005355,-0.0323387,1.11877
-0.00053525,-0.0323387,1.11214
-0.000535,-0.0323387,1.10219
-0.00053475,-0.0323387,1.09225
-0.0005345,-0.0356351,1.08893
-0.00053425,-0.0356351,1.07236
-0.000534,-0.0356351,1.06573
-0.00053375,-0.0389315,1.05578
-0.0005335,-0.0356351,1.0591
-0.00053325,-0.0356351,1.05247
-0.000533,-0.0356351,1.04584
-0.00053275,-0.0290423,1.03589
-0.0005325,-0.0290423,1.02595
-0.00053225,-0.0323387,1.016
-0.000532,-0.0323387,1.00937
-0.00053175,-0.0323387,1.00274
-0.0005315,-0.0356351,0.992798
-0.00053125,-0.0356351,0.979538
-0.000531,-0.0323387,0.969593
-0.00053075,-0.0323387,0.969593
-0.0005305,-0.0356351,0.959648
-0.00053025,-0.0356351,0.953019
-0.00053,-0.0323387,0.943074
-0.00052975,-0.0323387,0.939759
-0.0005295,-0.0356351,0.933129
-0.00052925,-0.0290423,0.933129
-0.000529,-0.0290423,0.929814
-0.00052875,-0.0356351,0.929814
-0.0005285,-0.0323387,0.923184
-0.00052825,-0.0323387,0.916554
-0.000528,-0.0323387,0.909924
-0.00052775,-0.0356351,0.903295
-0.0005275,-0.0323387,0.89335
-0.00052725,-0.0323387,0.876775
-0.000527,-0.0356351,0.863515
-0.00052675,-0.0356351,0.853571
-0.0005265,-0.0356351,0.843626
-0.00052625,-0.0356351,0.830366
-0.000526,-0.0323387,0.820421
-0.00052575,-0.0323387,0.807162
-0.0005255,-0.0290423,0.793902
-0.00052525,-0.0257459,0.783957
-0.000525,-0.0257459,0.774012
-0.00052475,-0.0290423,0.767382
-0.0005245,-0.0257459,0.760752
-0.00052425,-0.0257459,0.757438
-0.000524,-0.0290423,0.754123
-0.00052375,-0.0290423,0.744178
-0.0005235,-0.0290423,0.737548
-0.00052325,-0.0323387,0.730918
-0.000523,-0.0290423,0.720973
-0.00052275,-0.0290423,0.714343
-0.0005225,-0.0323387,0.707714
-0.00052225,-0.0290423,0.701084
-0.000522,-0.0290423,0.694454
-0.00052175,-0.0323387,0.684509
-0.0005215,-0.0323387,0.674564
-0.00052125,-0.0290423,0.667934
-0.000521,-0.0224495,0.664619
-0.00052075,-0.0224495,0.65136
-0.0005205,-0.0257459,0.64473
-0.00052025,-0.0290423,0.634785
-0.00052,-0.0257459,0.62484
-0.00051975,-0.0290423,0.61821
-0.0005195,-0.0290423,0.604951
-0.00051925,-0.0290423,0.591691
-0.000519,-0.0257459,0.585061
-0.00051875,-0.0257459,0.571801
-0.0005185,-0.0257459,0.558542
-0.00051825,-0.0191531,0.545282
-0.000518,-0.0224495,0.538652
-0.00051775,-0.0224495,0.532022
-0.0005175,-0.0224495,0.522077
-0.00051725,-0.0257459,0.512133
-0.000517,-0.0257459,0.502188
-0.00051675,-0.0257459,0.495558
-0.0005165,-0.0257459,0.488928
-0.00051625,-0.0257459,0.485613
-0.000516,-0.0257459,0.485613
-0.00051575,-0.0257459,0.475668
-0.0005155,-0.0257459,0.472353
-0.00051525,-0.0257459,0.469038
-0.000515,-0.0224495,0.455779
-0.00051475,-0.0257459,0.449149
-0.0005145,-0.0257459,0.432574
-0.00051425,-0.0224495,0.422629
-0.000514,-0.0290423,0.415999
-0.00051375,-0.0323387,0.415999
-0.0005135,-0.0290423,0.40274
-0.00051325,-0.0290423,0.40274
-0.000513,-0.0323387,0.392795
-0.00051275,-0.0290423,0.386165
-0.0005125,-0.0257459,0.379535
-0.00051225,-0.0290423,0.37622
-0.000512,-0.0257459,0.372905
-0.00051175,-0.0290423,0.359646
-0.0005115,-0.0224495,0.349701
-0.00051125,-0.0257459,0.339756
-0.000511,-0.0257459,0.329811
-0.00051075,-0.0257459,0.323181
-0.0005105,-0.0290423,0.313237
-0.00051025,-0.0290423,0.303292
-0.00051,-0.0257459,0.296662
-0.00050975,-0.0290423,0.283402
-0.0005095,-0.0257459,0.270142
-0.00050925,-0.0224495,0.263513
-0.000509,-0.0191531,0.263513
-0.00050875,-0.0224495,0.260198
-0.0005085,-0.0257459,0.253568
-0.00050825,-0.0191531,0.250253
-0.000508,-0.0257459,0.243623
-0.00050775,-0.0257459,0.230363
-0.0005075,-0.0257459,0.217103
-0.00050725,-0.0224495,0.210474
-0.000507,-0.0224495,0.197214
-0.00050675,-0.0191531,0.183954
-0.0005065,-0.0224495,0.177324
-0.00050625,-0.0158567,0.170694
-0.000506,-0.0158567,0.164065
-0.00050575,-0.0191531,0.16075
-0.0005055,-0.0191531,0.157435
-0.00050525,-0.0191531,0.144175
-0.000505,-0.0191531,0.130915
-0.00050475,-0.0191531,0.117656
-0.0005045,-0.0191531,0.107711
-0.00050425,-0.0191531,0.0977659
-0.000504,-0.0191531,0.0878211
-0.00050375,-0.0191531,0.0745614
-0.0005035,-0.0191531,0.0646166
-0.00050325,-0.0191531,0.0546718
-0.000503,-0.0191531,0.0480419
-0.00050275,-0.0125603,0.0380971
-0.0005025,-0.0125603,0.0380971
-0.00050225,-0.0125603,0.0314673
-0.000502,-0.0158567,0.0281523
-0.00050175,-0.0158567,0.0215225
-0.0005015,-0.0125603,0.0115777
-0.00050125,-0.0191531,-0.00168208
-0.000501,-0.0191531,-0.0116269
-0.00050075,-0.0191531,-0.0116269
-0.0005005,-0.0191531,-0.0182567
-0.00050025,-0.0191531,-0.0215717
-0.0005,-0.0191531,-0.0282015
-0.00049975,-0.0191531,-0.0282015
-0.0004995,-0.0191531,-0.0381463
-0.00049925,-0.0158567,-0.0381463
-0.000499,-0.0125603,-0.0480911
-0.00049875,-0.0125603,-0.054721
-0.0004985,-0.00926384,-0.054721
-0.00049825,-0.00926384,-0.0679807
-0.000498,-0.0158567,-0.0812405
-0.00049775,-0.0191531,-0.0945002
-0.0004975,-0.0191531,-0.104445
-0.00049725,-0.0224495,-0.111075
-0.000497,-0.0191531,-0.11439
-0.00049675,-0.0191531,-0.124335
-0.0004965,-0.0158567,-0.130964
-0.00049625,-0.0158567,-0.147539
-0.000496,-0.0158567,-0.157484
-0.00049575,-0.0191531,-0.164114
-0.0004955,-0.0191531,-0.170744
-0.00049525,-0.0158567,-0.177374
-0.000495,-0.0191531,-0.193948
-0.00049475,-0.0191531,-0.210523
-0.0004945,-0.0158567,-0.220468
-0.00049425,-0.0158567,-0.233727
-0.000494,-0.0191531,-0.243672
-0.00049375,-0.0191531,-0.256932
-0.0004935,-0.0224495,-0.263562
-0.00049325,-0.0224495,-0.270192
-0.000493,-0.0224495,-0.280136
-0.00049275,-0.0191531,-0.286766
-0.0004925,-0.0191531,-0.300026
-0.00049225,-0.0191531,-0.303341
-0.000492,-0.0191531,-0.306656
-0.00049175,-0.0158567,-0.313286
-0.0004915,-0.0125603,-0.316601
-0.00049125,-0.00926384,-0.323231
-0.000491,-0.00926384,-0.32986
-0.00049075,-0.00596743,-0.34312
-0.0004905,-0.00596743,-0.34975
-0.00049025,-0.00926384,-0.35638
-0.00049,-0.00926384,-0.36301
-0.00048975,-0.00926384,-0.376269
-0.0004895,-0.0125603,-0.386214
-0.00048925,-0.0125603,-0.392844
-0.000489,-0.00926384,-0.399474
-0.00048875,-0.0125603,-0.409419
-0.0004885,-0.0158567,-0.416049
-0.00048825,-0.0125603,-0.422679
-0.000488,-0.0125603,-0.429308
-0.00048775,-0.0125603,-0.429308
-0.0004875,-0.00926384,-0.435938
-0.00048725,-0.00267102,-0.449198
-0.000487,-0.00926384,-0.462458
-0.00048675,-0.00926384,-0.472403
-0.0004865,-0.00596743,-0.485662
-0.00048625,-0.00926384,-0.492292
-0.000486,-0.00926384,-0.502237
-0.00048575,-0.00267102,-0.515497
-0.0004855,-0.00926384,-0.525441
-0.00048525,-0.00926384,-0.532071
-0.000485,-0.0158567,-0.535386
-0.00048475,-0.0158567,-0.542016
-0.0004845,-0.0125603,-0.545331
-0.00048425,-0.0125603,-0.548646
-0.000484,-0.00926384,-0.558591
-0.00048375,-0.00926384,-0.561906
-0.0004835,-0.00926384,-0.565221
-0.00048325,-0.00596743,-0.571851
-0.000483,-0.00596743,-0.575165
-0.00048275,-0.00596743,-0.581795
-0.0004825,-0.00596743,-0.588425
-0.00048225,-0.00926384,-0.58511
-0.000482,-0.0125603,-0.59174
-0.00048175,-0.00596743,-0.605
-0.0004815,-0.00926384,-0.614945
-0.00048125,-0.00267102,-0.628204
-0.000481,-0.00267102,-0.641464
-0.00048075,-0.00267102,-0.648094
-0.0004805,-0.00596743,-0.658039
-0.00048025,-0.00267102,-0.667984
-0.00048,-0.00267102,-0.677928
-0.00047975,-0.00596743,-0.687873
-0.0004795,-0.00596743,-0.694503
-0.00047925,-0.00596743,-0.701133
-0.000479,-0.00596743,-0.711078
-0.00047875,-0.00596743,-0.717708
-0.0004785,-0.00596743,-0.727652
-0.00047825,-0.00267102,-0.737597
-0.000478,-0.00267102,-0.740912
-0.00047775,-0.00596743,-0.747542
-0.0004775,-0.00267102,-0.750857
-0.00047725,0.000625387,-0.760802
-0.000477,0.000625387,-0.770747
-0.00047675,0.000625387,-0.784006
-0.0004765,-0.00267102,-0.787321
-0.00047625,-0.00596743,-0.797266
-0.000476,-0.00267102,-0.810526
-0.00047575,-0.00267102,-0.82047
-0.0004755,-0.00267102,-0.830415
-0.00047525,-0.00596743,-0.84036
-0.000475,-0.00267102,-0.84699
-0.00047475,-0.00596743,-0.84699
-0.0004745,-0.00267102,-0.850305
-0.00047425,-0.00596743,-0.86025
-0.000474,-0.00267102,-0.873509
-0.00047375,-0.00926384,-0.876824
-0.0004735,-0.00596743,-0.883454
-0.00047325,-0.00596743,-0.896714
-0.000473,-0.00596743,-0.900029
-0.00047275,-0.00596743,-0.916604
-0.0004725,-0.00926384,-0.926548
-0.00047225,-0.00267102,-0.933178
-0.000472,-0.00267102,-0.946438
-0.00047175,-0.00267102,-0.956383
-0.0004715,-0.00267102,-0.966328
-0.00047125,-0.00267102,-0.972957
-0.000471,-0.00267102,-0.976272
-0.00047075,-0.00596743,-0.982902
-0.0004705,-0.00596743,-0.992847
-0.00047025,-0.00596743,-1.00611
-0.00047,-0.00267102,-1.026
-0.00046975,-0.00267102,-1.03594
-0.0004695,-0.00267102,-1.0492
-0.00046925,0.000625387,-1.05252
-0.000469,0.000625387,-1.06578
-0.00046875,0.000625387,-1.06909
-0.0004685,0.000625387,-1.08235
-0.00046825,0.000625387,-1.08567
-0.000468,0.000625387,-1.09561
-0.00046775,0.0039218,-1.10224
-0.0004675,0.0039218,-1.10555
-0.00046725,0.000625387,-1.10887
-0.000467,0.000625387,-1.1155
-0.00046675,0.0039218,-1.11881
-0.0004665,0.000625387,-1.12544
-0.00046625,-0.00267102,-1.13207
-0.000466,0.000625387,-1.13539
-0.00046575,0.000625387,-1.13539
-0.0004655,-0.00267102,-1.14533
-0.00046525,-0.00267102,-1.15196
-0.000465,-0.00267102,-1.15859
-0.00046475,-0.00267102,-1.17185
-0.0004645,-0.00267102,-1.18511
-0.00046425,0.000625387,-1.19506
-0.000464,-0.00267102,-1.20169
-0.00046375,-0.00267102,-1.21826
-0.0004635,0.0039218,-1.22821
-0.00046325,0.000625387,-1.2481
-0.000463,0.000625387,-1.25804
-0.00046275,-0.00267102,-1.26799
-0.0004625,0.0039218,-1.28125
-0.00046225,0.0039218,-1.28788
-0.000462,0.0039218,-1.30114
-0.00046175,0.0039218,-1.30445
-0.0004615,0.0039218,-1.30777
-0.00046125,0.0039218,-1.3144
-0.000461,0.000625387,-1.32434
-0.00046075,0.000625387,-1.32766
-0.0004605,0.000625387,-1.34091
-0.00046025,0.000625387,-1.34754
-0.00046,0.0039218,-1.36412
-0.00045975,0.000625387,-1.37406
-0.0004595,0.0039218,-1.38732
-0.00045925,0.000625387,-1.39064
-0.000459,0.00721821,-1.4039
-0.00045875,0.00721821,-1.40721
-0.0004585,0.00721821,-1.41384
-0.00045825,0.0105146,-1.41716
-0.000458,0.00721821,-1.42379
-0.00045775,0.00721821,-1.43042
-0.0004575,0.00721821,-1.43042
-0.00045725,0.00721821,-1.43042
-0.000457,0.00721821,-1.43373
-0.00045675,0.00721821,-1.43042
-0.0004565,0.00721821,-1.44036
-0.00045625,0.0039218,-1.45031
-0.000456,0.0039218,-1.46357
-0.00045575,0.0039218,-1.47683
-0.0004555,0.00721821,-1.49009
-0.00045525,0.00721821,-1.4934
-0.000455,0.00721821,-1.50335
-0.00045475,0.00721821,-1.50998
-0.0004545,0.000625387,-1.52324
-0.00045425,0.000625387,-1.52655
-0.000454,0.000625387,-1.5365
-0.00045375,0.0039218,-1.53981
-0.0004535,0.00721821,-1.54644
-0.00045325,0.00721821,-1.54976
-0.000453,0.00721821,-1.55639
-0.00045275,0.0039218,-1.56965
-0.0004525,0.0039218,-1.57628
-0.00045225,0.0105146,-1.59285
-0.000452,0.0105146,-1.59285
-0.00045175,0.0105146,-1.59948
-0.0004515,0.0105146,-1.60279
-0.00045125,0.00721821,-1.60611
-0.000451,0.0039218,-1.60942
-0.00045075,0.00721821,-1.61937
-0.0004505,0.00721821,-1.62931
-0.00045025,0.0105146,-1.63926
-0.00045,0.00721821,-1.64257
-0.00044975,0.0105146,-1.6492
-0.0004495,0.013811,-1.65915
-0.00044925,0.0105146,-1.67241
-0.000449,0.00721821,-1.67572
-0.00044875,0.00721821,-1.68898
-0.0004485,0.00721821,-1.70556
-0.00044825,0.0105146,-1.71882
-0.000448,0.00721821,-1.72545
-0.00044775,0.00721821,-1.74202
-0.0004475,0.0105146,-1.74865
-0.00044725,0.0105146,-1.7586
-0.000447,0.013811,-1.76523
-0.00044675,0.013811,-1.77186
-0.0004465,0.013811,-1.77517
-0.00044625,0.013811,-1.77849
-0.000446,0.0171074,-1.7818
-0.00044575,0.013811,-1.79175
-0.0004455,0.013811,-1.79506
-0.00044525,0.013811,-1.80501
-0.000445,0.013811,-1.80501
-0.00044475,0.0171074,-1.81495
-0.0004445,0.013811,-1.81827
-0.00044425,0.013811,-1.82821
-0.000444,0.0105146,-1.83484
-0.00044375,0.0105146,-1.83484
-0.0004435,0.013811,-1.84478
-0.00044325,0.0105146,-1.85141
-0.000443,0.00721821,-1.86467
-0.00044275,0.00721821,-1.87462
-0.0004425,0.0105146,-1.87793
-0.00044225,0.0105146,-1.88788
-0.000442,0.00721821,-1.89119
-0.00044175,0.013811,-1.90445
-0.0004415,0.013811,-1.91108
-0.00044125,0.013811,-1.92766
-0.000441,0.0171074,-1.93429
-0.00044075,0.0105146,-1.94755
-0.0004405,0.013811,-1.96081
-0.00044025,0.013811,-1.97075
-0.00044,0.0105146,-1.97738
-0.00043975,0.013811,-1.98401
-0.0004395,0.013811,-1.98733
-0.00043925,0.013811,-1.99064
-0.000439,0.013811,-1.99727
-0.00043875,0.0171074,-2.00059
-0.0004385,0.0171074,-2.00722
-0.00043825,0.0204038,-2.01716
-0.000438,0.0171074,-2.03705
-0.00043775,0.0237003,-2.047
-0.0004375,0.0204038,-2.06026
-0.00043725,0.0171074,-2.0702
-0.000437,0.013811,-2.07683
-0.00043675,0.0171074,-2.07683
-0.0004365,0.013811,-2.08346
-0.00043625,0.0171074,-2.08677
-0.000436,0.013811,-2.09672
-0.00043575,0.0171074,-2.10003
-0.0004355,0.013811,-2.10998
-0.00043525,0.013811,-2.12324
-0.000435,0.013811,-2.12987
-0.00043475,0.0171074,-2.13981
-0.0004345,0.013811,-2.14644
-0.00043425,0.0171074,-2.15639
-0.000434,0.013811,-2.16633
-0.00043375,0.013811,-2.17628
-0.0004335,0.0171074,-2.18291
-0.00043325,0.013811,-2.18954
-0.000433,0.0171074,-2.19285
-0.00043275,0.0204038,-2.2028
-0.0004325,0.0204038,-2.22269
-0.00043225,0.0171074,-2.23595
-0.000432,0.0237003,-2.24258
-0.00043175,0.0204038,-2.25584
-0.0004315,0.0204038,-2.25915
-0.00043125,0.0204038,-2.2691
-0.000431,0.0171074,-2.28236
-0.00043075,0.0171074,-2.28899
-0.0004305,0.0171074,-2.29893
-0.00043025,0.0204038,-2.30556
-0.00043,0.0204038,-2.31219
-0.00042975,0.0204038,-2.31551
-0.0004295,0.0237003,-2.31219
-0.00042925,0.0237003,-2.30888
-0.000429,0.0237003,-2.31219
-0.00042875,0.0204038,-2.32214
-0.0004285,0.0237003,-2.33539
-0.00042825,0.0204038,-2.33871
-0.000428,0.0237003,-2.34534
-0.00042775,0.0269967,-2.34865
-0.0004275,0.0204038,-2.3586
-0.00042725,0.0237003,-2.36191
-0.000427,0.0237003,-2.36523
-0.00042675,0.0237003,-2.37186
-0.0004265,0.0237003,-2.3818
-0.00042625,0.0237003,-2.39175
-0.000426,0.0204038,-2.40169
-0.00042575,0.0171074,-2.41495
-0.0004255,0.0171074,-2.42158
-0.00042525,0.013811,-2.43153
-0.000425,0.0171074,-2.44147
-0.00042475,0.0171074,-2.4481
-0.0004245,0.0171074,-2.45473
-0.00042425,0.0171074,-2.46468
-0.000424,0.0204038,-2.47131
-0.00042375,0.0204038,-2.48125
-0.0004235,0.0237003,-2.48788
-0.00042325,0.0269967,-2.50114
-0.000423,0.0237003,-2.50777
-0.00042275,0.0237003,-2.5144
-0.0004225,0.0237003,-2.52103
-0.00042225,0.0204038,-2.52435
-0.000422,0.0237003,-2.52435
-0.00042175,0.0237003,-2.52766
-0.0004215,0.0237003,-2.53429
-0.00042125,0.0269967,-2.53761
-0.000421,0.0237003,-2.54755
-0.00042075,0.0237003,-2.55087
-0.0004205,0.0237003,-2.5575
-0.00042025,0.0269967,-2.56744
-0.00042,0.0269967,-2.57407
-0.00041975,0.0269967,-2.5807
-0.0004195,0.0269967,-2.59396
-0.00041925,0.0237003,-2.60722
-0.000419,0.0204038,-2.61716
-0.00041875,0.0171074,-2.62711
-0.0004185,0.0237003,-2.63374
-0.00041825,0.0237003,-2.647
-0.000418,0.0269967,-2.65363
-0.00041775,0.0269967,-2.65363
-0.0004175,0.0302931,-2.66026
-0.00041725,0.0269967,-2.66357
-0.000417,0.0302931,-2.6702
-0.00041675,0.0269967,-2.67352
-0.0004165,0.0237003,-2.68346
-0.00041625,0.0237003,-2.69341
-0.000416,0.0269967,-2.69341
-0.00041575,0.0269967,-2.70667
-0.0004155,0.0302931,-2.71661
-0.00041525,0.0302931,-2.72324
-0.000415,0.0302931,-2.73319
-0.00041475,0.0302931,-2.74645
-0.0004145,0.0335895,-2.75308
-0.00041425,0.0269967,-2.75971
-0.000414,0.0269967,-2.76634
-0.00041375,0.0302931,-2.77297
-0.0004135,0.0269967,-2.77628
-0.00041325,0.0302931,-2.78291
-0.000413,0.0335895,-2.79286
-0.00041275,0.0302931,-2.79949
-0.0004125,0.0302931,-2.81275
-0.00041225,0.0269967,-2.81938
-0.000412,0.0335895,-2.82269
-0.00041175,0.0269967,-2.826
-0.0004115,0.0237003,-2.826
-0.00041125,0.0302931,-2.82932
-0.000411,0.0302931,-2.83595
-0.00041075,0.0269967,-2.84589
-0.0004105,0.0269967,-2.85252
-0.00041025,0.0269967,-2.86578
-0.00041,0.0269967,-2.87573
-0.00040975,0.0302931,-2.88567
-0.0004095,0.0302931,-2.88567
-0.00040925,0.0302931,-2.8923
-0.000409,0.0335895,-2.90556
-0.00040875,0.0302931,-2.90888
-0.0004085,0.0302931,-2.90888
-0.00040825,0.0269967,-2.91219
-0.000408,0.0269967,-2.91882
-0.00040775,0.0302931,-2.9354
-0.0004075,0.0335895,-2.93871
-0.00040725,0.0302931,-2.95197
-0.000407,0.0269967,-2.9586
-0.00040675,0.0302931,-2.97186
-0.0004065,0.0302931,-2.97849
-0.00040625,0.0302931,-2.98844
-0.000406,0.0302931,-2.99175
-0.00040575,0.0302931,-2.99838
-0.0004055,0.0269967,-3.00501
-0.00040525,0.0302931,-3.00833
-0.000405,0.0335895,-3.01164
-0.00040475,0.0335895,-3.0249
-0.0004045,0.0335895,-3.03485
-0.00040425,0.0302931,-3.04811
-0.000404,0.0302931,-3.05142
-0.00040375,0.0302931,-3.05474
-0.0004035,0.0302931,-3.07131
-0.00040325,0.0335895,-3.07794
-0.000403,0.0302931,-3.08457
-0.00040275,0.0269967,-3.09451
-0.0004025,0.0335895,-3.09783
-0.00040225,0.0269967,-3.11109
-0.000402,0.0368859,-3.12103
-0.00040175,0.0335895,-3.12766
-0.0004015,0.0302931,-3.14092
-0.00040125,0.0335895,-3.14755
-0.000401,0.0335895,-3.15418
-0.00040075,0.0335895,-3.1575
-0.0004005,0.0368859,-3.1575
-0.00040025,0.0335895,-3.16081
-0.0004,0.0335895,-3.16081
