Frequency (Hz),Channel 2 Magnitude (dB),Channel 2 Phase (°)
143.84237744442387,3.8626309102564611,-68.183484784717024
145.17467301634505,3.8883547218652748,-70.447146218654439
146.51930856430462,3.8208247554398342,-66.756705266108
147.87639838351731,4.1281555869202542,-70.510315989000617
149.24605782782214,3.747138682635252,-67.161272554381554
150.62840331948752,4.0614599168788494,-67.832243629729234
152.02355235910662,4.4154059728726311,-70.3841117988473
153.43162353558606,3.8257208101123501,-70.168560986004621
154.85273653622539,3.9246705501293149,-71.986479209043949
156.28701215689085,4.2023035350182294,-74.019295755073074
157.73457231228312,4.402425683904668,-69.828731174756058
159.1955400462997,4.2682314663816623,-73.972125938492141
160.67003954249469,4.5814083034560884,-75.27485675971991
162.15819613463373,4.7754571310013381,-71.316227783920809
163.66013631734779,4.523899375968929,-73.562462334321481
165.17598775688543,4.9412491080485559,-72.280178830255764
166.7058793019639,4.8477682521496694,-73.050804981966621
168.24994099472235,5.2113570405236462,-73.648972636572694
169.80830408177493,5.3976406399237113,-75.989274930113197
171.38110102536695,5.4685010172568891,-75.291190641900698
172.96846551463454,5.1974141508782381,-75.75646256848421
174.5705324769676,5.5831627822788077,-75.899564167117774
176.18743808947983,5.6776981531723836,-77.455305425944061
177.81931979058317,5.5177278167294119,-77.345178218300987
179.46631629167038,5.803735162883509,-77.987367800210791
181.1285675889059,5.8309473406179251,-77.616312246153939
182.80621497512465,5.9047215756904041,-77.942234821789384
184.49940105184348,6.0340045356452832,-78.83448932788184
186.20826974138149,6.1266385089728237,-79.369981920628049
187.93296629909381,6.1544186128241609,-79.454936356975693
189.67363732571854,6.2183220853498087,-80.20377351349353
191.43043077983731,6.3328107458176488,-80.358855454647809
193.20349599045292,6.4151510331767314,-80.994051519702296
194.99298366968173,6.5144722288107744,-81.223031049713953
196.79904592556454,6.6096250559094303,-81.57148404218816
198.62183627499599,6.678512708664643,-81.976450022628143
200.46150965677307,6.7737708697598533,-82.335703685964688
202.31822244476592,6.8690800664023568,-82.798139282844573
204.19213246120933,6.9286500238393316,-83.150839668513498
206.0833989901175,7.0551118445049266,-83.620557033500518
207.99218279082405,7.0881802284604598,-83.819303120465719
209.91864611164553,7.1770525073623119,-84.464981788751402
211.86295270367401,7.3432134693712756,-84.500858789247729
213.82526783469521,7.3453340176822337,-85.374900622741478
215.80575830323673,7.4407088533189203,-84.869017331179322
217.80459245274611,7.478071580446656,-85.29435634342363
219.82194018589945,7.7498599157154562,-85.882879454805874
221.85797297904455,7.7963873783744813,-87.150475550271153
223.91286389677566,7.8230534800782241,-87.654624357853265
225.98678760664433,7.9494655347504324,-87.830303614936412
228.07992039400662,8.0087286742670489,-86.851302508602444
230.19244017700646,7.8258100091242788,-88.172486033498757
232.32452652170036,7.906691793599304,-87.982164394987421
234.47636065731993,7.9921687936880748,-88.607028339617926
236.64812549167559,8.3872045108651534,-88.351890950422074
238.8400056267065,8.1861917490120071,-88.747562676677333
241.05218737416851,8.2431832830029919,-89.272113031012793
243.28485877147358,8.5148775507557932,-91.329494955366741
245.53820959767208,8.4884532019325309,-89.665702780121308
247.81243138958311,8.8363387907542563,-90.835010677272834
250.10771745807824,8.6392552584555524,-92.287019932498822
252.42426290450945,8.6300586344267529,-91.21475932189486
254.76226463729571,9.0585315698779389,-91.770341519992897
257.1219213886593,8.8331171197555243,-91.364565653323837
259.50343373151736,9.1281541089445959,-92.107929074164815
261.90700409653357,8.9182517703474335,-92.842067545470627
264.33283678932099,9.1126704488163739,-92.685184803939364
266.78113800781176,9.2773404746992156,-92.872229539697912
269.25211585978224,9.334377314965117,-93.258127919818151
271.74598038054182,9.5488670580444079,-94.883705001766202
274.26294355078915,9.605107628228847,-95.134856627575118
276.80321931462629,9.4258101355549293,-95.139975510650174
279.36702359774796,9.7275379751657205,-95.567970438973134
281.95457432579354,9.8158038962496192,-96.553238705303727
284.5660914428704,9.686225591027096,-95.518298641287856
287.2017969302521,9.7380553441703874,-96.601155719125799
289.86191482524333,9.9590687333750711,-96.410797876472017
292.54667124022598,9.9382897323094515,-97.17330183827454
295.25629438187821,10.084807168409363,-97.304874084839298
297.99101457057071,10.09825590496675,-98.263580465538951
300.75106425994767,10.234830148071454,-98.692988550253247
303.53667805668107,10.307000105468315,-98.942224126539969
306.34809274041595,10.274891026762605,-99.096712544573251
309.18554728389569,10.446164896307597,-99.622988711118907
312.04928287327357,10.505398397167692,-100.11297747607274
314.93954292861736,10.562304325240579,-100.26199724401125
317.85657312459563,10.604694719567577,-100.83521670108757
320.80062141136398,10.682237211011362,-100.88348246104155
323.77193803563983,10.745339761410012,-101.53311180108065
326.77077556197207,10.82613777304956,-100.77397641599634
329.79738889421299,10.98517455006707,-101.45242063604194
332.85203529718075,10.93249405272328,-102.32579621695723
335.93497441853066,11.067203956036018,-103.31455374174418
339.04646831082431,11.04068327143027,-102.17915829933747
342.18678145380267,11.187473121241045,-103.43281895315985
345.35618077687121,11.238508006070337,-103.84146982912409
348.55493568178383,11.14849513670884,-104.99240466693084
351.7833180655465,11.318130842164255,-104.23582595061114
355.04160234352725,11.293212257559324,-105.19130921479079
358.33006547277989,11.43636454134324,-105.93870967262566
361.64898697559039,11.599155183971048,-106.18976150787498
364.99864896323049,11.467434293576218,-106.01779753248934
368.37933615994217,11.5091235179667,-106.66230175789605
371.79133592713765,11.704851857431622,-106.5940658474392
375.23493828782392,11.795607129161121,-107.43325198614616
378.71043595125906,11.917517181685689,-107.68382447523953
382.21812433782759,11.929275721258122,-107.99895126599668
385.75830160415558,11.948416694215751,-108.66492700788945
389.33126866845265,12.11008114716182,-107.58014497910364
392.93732923608889,12.288254527912505,-108.72851137669045
396.57678982541432,12.027351691323918,-108.35258995838377
400.24995979380736,12.362652342195348,-108.92276887564908
403.9571513639757,12.288275420514413,-108.95761036766082
407.69867965049281,12.26353482248234,-110.73754741147087
411.4748626865823,12.441186179954256,-109.97234725040869
415.28602145115497,12.622639064684758,-111.04101695819799
419.13247989608658,12.454184742955075,-111.55512648739804
423.01456497375898,12.690444455157488,-110.81720560579888
426.93260666484912,12.491828834643556,-112.14327251174826
430.8869380063764,12.756775238445424,-113.37680606531684
434.87789512001598,12.955748575154285,-112.58889552390607
438.90581724066277,12.913831526273524,-112.61972754134216
442.97104674527191,13.034821247748269,-112.42499179817175
447.07392918195933,12.995295339167708,-112.81942246404637
451.21481329937183,13.008957023878979,-113.33381301543915
455.39405107633598,13.149846145778106,-113.050632303898
459.61199775177022,12.932639960671226,-115.13588164072738
463.86901185488546,13.296814501692989,-114.11967974511219
468.1654552356589,13.136312848080111,-114.70072735907706
472.50169309558902,13.284065932672529,-116.87779008136371
476.87809401874409,13.236922530075518,-115.41063705587918
481.29503000308483,13.386593049316698,-117.6428419403229
485.75287649209008,13.466352434654898,-117.53645018732608
490.25201240666792,13.396181666566044,-118.39062482719807
494.79282017736227,13.525613903099831,-118.62578531163432
499.37568577686534,13.625717476844969,-118.58453119945646
504.00099875281842,13.595570196508541,-117.53805922526885
508.66915226092959,13.703761085333701,-117.66583324987869
513.38054309839038,13.78874563039904,-117.76591498938724
518.13557173760125,13.889256492352631,-117.99707781516851
522.93464236021839,13.888557246347206,-120.23628541555513
527.77816289150201,13.803473961904626,-119.64420690248963
532.66654503499615,13.837794574758657,-119.98943589123039
537.60020430752149,14.173510287143095,-120.0447787150402
542.57956007449297,14.041100147620313,-121.92648314867623
547.6050355855715,14.124395389353152,-120.31411102530538
552.67705801063403,14.266872511465449,-121.5220055910558
557.79605847608798,14.095622846016752,-122.39656726600987
562.96247210151625,14.389759415816034,-121.39315760510186
568.17673803666082,14.241791859969945,-123.27497974373995
573.43929949875394,14.298020420350039,-122.35437349500182
578.75060381019,14.523940019227853,-122.60007350426906
584.111102436549,14.354922070743106,-124.51554052972287
589.52125102497166,14.594307624205491,-122.81038815966227
594.98150944288807,14.651275289328753,-124.64179275882104
600.49234181710983,14.5551519149698,-124.22892844809908
606.05421657327929,14.76667480805212,-123.86749218348746
611.6676064756864,14.676783985432566,-125.41513600633974
617.33298866745486,14.655845884082844,-125.31793783476931
623.05084471109762,14.856817969858831,-125.37027019213288
628.82166062945294,14.703177068492263,-127.37798300997534
634.64592694699525,14.807545174681341,-125.68404317193166
640.52413873153,15.000952236187164,-126.2880806847146
646.45679563627618,14.856050299339172,-128.39055401199016
652.44440194233391,15.007803763158641,-126.4966764957872
658.48746660155382,15.15606481897581,-127.55195364944876
664.58650327979433,15.022115808311051,-127.51500493748472
670.74203040058569,15.170582077285726,-127.8655184601965
676.9545711891966,15.173115089159023,-129.0504979335094
683.22465371710564,15.071681362187041,-129.58423902875629
689.55281094689281,15.376397070146407,-128.30207940209823
695.93958077753837,15.102247384240318,-130.92417953945369
702.38550609014555,15.296765952744028,-129.87081795954234
708.89113479408718,15.460577683400397,-129.87956046755411
715.45701987357461,15.488652315852915,-129.73978178837049
722.0837194346675,15.533955767125445,-130.16386014176973
728.77179675270884,15.474031682058193,-130.85388421548458
735.52182032020607,15.641153761089534,-131.1439802307888
742.33436389515339,15.431518099668327,-133.08770757216035
749.21000654979866,15.615777848349243,-131.51181676494508
756.1493327198699,15.78365585613972,-131.73913283131907
763.15293225425046,15.663099130295624,-132.27700954274033
770.22140046511379,15.8920057946235,-132.26655923973138
777.35533817853354,15.804627606500979,-132.80978569995133
784.55535178554385,15.71250847316465,-133.6466324310822
791.82205329369174,15.701947620342175,-135.15721762626114
799.15606037905468,15.677172199496576,-135.23343143342558
806.55799643874104,15.775146360334549,-135.82915561549527
814.02849064388784,15.771065820799542,-135.67788913853366
821.56817799312944,16.126237520053635,-134.63338756568783
829.17769936658226,16.063538903124016,-135.02165678039083
836.85770158031698,15.98435810802293,-135.74384386160239
844.60883744133446,15.973260415635664,-137.290851780081
852.43176580306488,16.16348645077824,-137.20096995030949
860.32715162135901,16.265320407057327,-136.06343510506969
868.29566601101851,16.293648150628893,-136.75656237650352
876.337986302839,16.300251386388418,-136.73947158246966
884.45479610117934,16.360043121817483,-136.99613750028922
892.6467853420794,16.446646067966636,-137.38472066339097
900.91465035189162,16.351148128706736,-138.0222675914288
909.25909390647996,16.29511384009858,-138.52754760308
917.68082529095227,16.539712709856929,-138.5959353742405
926.18056035994744,16.562689324264205,-138.85381093499197
934.75902159849272,16.560145122574735,-139.13668465431118
943.41693818340343,16.537657072238389,-139.45981080658353
952.15504604527371,16.527371564099656,-139.92758345887938
960.9740879310267,16.528131589221044,-141.40150635133986
969.87481346704658,16.439156545279602,-141.67306257495571
978.85797922290635,16.554685913165191,-141.94895647667664
987.92434877566416,16.770531314940563,-141.2513443643241
997.07469277477878,16.698817703229754,-141.17637648639106
1006.3097890076114,16.78387500609529,-141.49170118242998
1015.6304224655341,16.841838659146596,-141.99362587498169
1025.0373854106665,16.851032168657454,-142.21634638020907
1034.5314774432038,16.911993610211464,-142.30497652471431
1044.1135055693951,16.904325344756533,-142.93393751084795
1053.7842842701355,16.944142637144495,-142.65074572770516
1063.5446355701933,16.932330675142946,-143.11714536097898
1073.3953891080953,16.848009052766507,-143.94845418258566
1083.3373822066303,16.667723015638909,-145.4184690530987
1093.3714599440361,16.744857329246933,-145.81576909131681
1103.4984752258256,16.724845079661634,-146.1871858126953
1113.7192888572818,16.681554345072918,-146.20101248706169
1124.0347696166375,16.74141342584128,-146.74422565254324
1134.4457943289087,16.850238218495885,-146.87067919008061
1144.9532479404356,16.779005558630931,-146.82361195424585
1155.5580235941015,16.840820856179608,-147.35909445478006
1166.2610227052437,16.799715245768873,-147.67805328420735
1177.06315503829,16.833131015420644,-147.91010668307513
1187.9653387840713,16.932815950395941,-147.63864518876707
1198.9685006378818,17.22453281199007,-147.79070189446506
1210.0735758782448,17.330701375920551,-147.93658153738198
1221.2815084464073,17.212318170639186,-148.70825514447932
1232.5932510265884,17.360619788006183,-148.439113262082
1244.0097651269423,17.34632804807601,-148.32650866758354
1255.5320211613,17.392084930421102,-148.61218749025608
1267.1609985316506,17.422743410710794,-149.40386114708548
1278.8976857113873,17.433392107091677,-149.80355533999193
1290.7430803293403,17.451140823450068,-149.67239433936879
1302.6981892545605,17.402276025173947,-150.5782622167425
1314.7640286819171,17.131906278340654,-151.25270634362261
1326.9416242184702,17.272995764500497,-151.13159236432941
1339.2320109706432,17.154303239733693,-151.6555762579863
1351.636233632222,17.483069536248689,-150.84245487476281
1364.1553465731372,17.584579111186027,-151.27128892406569
1376.7904139290993,17.548915293850847,-152.01345921258934
1389.542509692048,17.233156838633146,-152.91036857125107
1402.4127178014355,17.568712830465813,-152.26474025251738
1415.4021322363778,17.680950576921067,-152.29419152688013
1428.5118571086252,17.567515863420503,-153.45688726882079
1441.7430067564271,17.300299930814742,-153.980996649524
1455.0967058392466,17.662044853414663,-153.29003133704958
1468.5740894333517,17.750828895533548,-153.4852764939784
1482.176303128314,17.409833953861,-154.75303688109452
1495.9045031243643,17.383922342961007,-154.95539602579393
1509.7598563306863,17.442089223596277,-155.51820636838173
1523.7435404645998,17.432250584245278,-155.6848245042539
1537.8567441516611,17.674286297297243,-155.52334073010337
1552.1006670267143,17.429821843145533,-156.19408973254968
1566.4765198358393,17.839359307397629,-155.39513089239517
1580.9855245392839,17.708725492370927,-156.3839230149801
1595.6289144153257,17.440953750269934,-156.94736608734502
1610.407934165094,17.85876584729208,-155.99696500331032
1625.3238400183893,17.968032672070549,-156.37152787368342
1640.3778998404405,17.532247537602508,-157.65382576866099
1655.5713932396943,17.655077817667596,-157.72661339826897
1670.9056116765744,17.913980123392935,-157.28640453084381
1686.3818585732504,17.949737841181854,-157.92722054075585
1702.0014494244492,18.023285877133613,-157.80631401997476
1717.7657119092498,18.043695075794339,-157.9433782566627
1733.6759860039547,18.017540067736327,-158.64631927626817
1749.7336240959828,17.603623747358728,-159.63329381445124
1765.9399910988184,18.060664742672667,-158.77059076390208
1782.2964645680406,17.769791606935929,-159.84513637685393
1798.8044348184087,17.797814238193229,-160.02984927634395
1815.465305042045,18.075346112784988,-159.83300605494495
1832.2804914277042,17.660736234334475,-160.72316401402881
1849.2514232811486,18.144759003399578,-160.07306687993614
1866.3795431466478,17.724069839319636,-161.18101226548009
1883.6663069295903,17.98632458540704,-160.88960676095027
1901.1131840202384,18.027901869247323,-161.45782969599355
1918.7216574186293,17.800973002241246,-161.65576619808022
1936.4932238606248,18.211425471926614,-161.47099286358036
1954.4293939451447,17.761089090474304,-162.46793209335945
1972.5316922625643,18.02605955908103,-162.14099135338876
1990.8016575243039,18.197534293118775,-162.40968989461791
2009.2408426936263,17.797545284537538,-163.19728583808447
2027.8508151176309,18.2629931246185,-162.76695405637003
2046.6331566604899,18.174732327025801,-163.30493928895712
2065.5894638379027,18.286197259555582,-163.40440088102244
2084.7213479528023,17.85248898172582,-164.05849940474417
2104.0304352323178,18.020843972281558,-163.99003455741476
2123.518366966,18.314608891431369,-164.05592098585663
2143.1867996453425,17.887872609630744,-164.6712710680203
2163.037405104576,18.374335554879664,-164.34431721040812
2183.0718706627822,18.011147472647167,-165.26898343104259
2203.291899267314,18.122465232733081,-165.21014769471202
2223.699209638542,18.352916064593678,-165.32657025285596
2244.2955364159607,17.918340909011768,-166.04867481014213
2265.0826303056228,18.412784408128317,-165.55870676257126
2286.062258228957,18.056092956308895,-166.36667194971392
2307.2362034729567,17.987554265637801,-166.66309384567339
2328.6062658417536,18.446655092103363,-166.4547615847321
2350.174261809615,17.973897051583453,-167.27185975347709
2371.9420246753389,18.44741136811027,-166.93354072702391
2393.9114047180856,18.198445696080196,-167.37308262549379
2416.0842693546579,18.047487051394903,-167.73254434618036
2438.4625032982212,18.487188713606791,-167.66760207912566
2461.0480087185233,18.029937809104513,-168.25324581562248
2483.8427054035669,18.519350563786354,-168.04104845672111
2506.848530922799,18.201548034788885,-168.72843095539849
2530.0674407918077,18.211374428187657,-168.88521642264163
2553.5014086385313,18.541866008908585,-168.76408671376257
2577.1524263710357,18.060717043272739,-169.53300427481861
2601.0225043468172,18.567119982301257,-169.44620487689969
2625.1136715436855,18.119050282514195,-169.90758058825273
2649.4279757322352,18.338136454504518,-169.99761430944923
2673.967483649893,18.556787390036263,-169.99609148810265
2698.734281176613,18.114931463513798,-170.54021634942097
2723.7304735121629,18.528005331591402,-170.69112996522702
2748.9581853550762,18.536415031803184,-170.87665840060527
2774.4195610832417,18.144176883783157,-171.32660799894282
2800.1167649361951,18.573993065235218,-171.26191261609401
