Hz,dB(v_out),PHASE(v_out)
19.0546073913574,-7.4919867515564,-178.552169799805
19.4984455108643,-8.05527400970459,-178.611480712891
19.9526233673096,-8.60840320587158,-178.666809082031
20.4173793792725,-9.15216827392578,-178.718551635742
20.8929615020752,-9.68727970123291,-178.767059326172
21.3796215057373,-10.2143821716309,-178.812637329102
21.8776168823242,-10.7340536117554,-178.855545043945
22.3872108459473,-11.2468233108521,-178.896026611328
22.9086761474609,-11.7531700134277,-178.934295654297
23.4422874450684,-12.2535314559937,-178.970520019531
23.9883289337158,-12.7483072280884,-179.004867553711
24.5470886230469,-13.2378635406494,-179.037506103516
25.1188640594482,-13.7225379943848,-179.068542480469
25.7039585113525,-14.2026376724243,-179.098098754883
26.3026790618896,-14.6784505844116,-179.12629699707
26.9153480529785,-15.150239944458,-179.153213500977
27.5422878265381,-15.6182489395142,-179.178939819336
28.1838302612305,-16.0827045440674,-179.203567504883
28.8403148651123,-16.5438175201416,-179.227157592773
29.512092590332,-17.0017795562744,-179.249771118164
30.1995162963867,-17.4567775726318,-179.271469116211
30.9029541015625,-17.9089756011963,-179.292327880859
31.6227760314941,-18.3585338592529,-179.312362670898
32.3593673706055,-18.8055992126465,-179.331649780273
33.1131134033203,-19.2503108978271,-179.350219726563
33.8844146728516,-19.6927967071533,-179.368103027344
34.6736831665039,-20.1331768035889,-179.385360717773
35.4813385009766,-20.5715656280518,-179.401992797852
36.307804107666,-21.0080680847168,-179.418060302734
37.1535224914551,-21.4427852630615,-179.433578491211
38.0189399719238,-21.8758125305176,-179.448577880859
38.9045143127441,-22.3072357177734,-179.463073730469
39.810718536377,-22.7371387481689,-179.477096557617
40.7380294799805,-23.1656017303467,-179.490676879883
41.686939239502,-23.5926952362061,-179.503814697266
42.6579513549805,-24.0184917449951,-179.516555786133
43.6515846252441,-24.4430561065674,-179.528884887695
44.6683578491211,-24.8664493560791,-179.54084777832
45.7088203430176,-25.2887325286865,-179.552444458008
46.7735137939453,-25.7099590301514,-179.563705444336
47.8630104064941,-26.1301803588867,-179.574630737305
48.9778823852539,-26.5494499206543,-179.585235595703
50.118724822998,-26.9678115844727,-179.59553527832
51.2861366271973,-27.385311126709,-179.605529785156
52.4807472229004,-27.8019905090332,-179.615249633789
53.7031784057617,-28.217887878418,-179.624694824219
54.9540863037109,-28.6330432891846,-179.633880615234
56.234130859375,-29.047492980957,-179.642807006836
57.5439949035645,-29.4612693786621,-179.651489257813
58.8843650817871,-29.8744049072266,-179.659942626953
60.2559585571289,-30.2869319915771,-179.668167114258
61.6595001220703,-30.6988773345947,-179.676162719727
63.0957336425781,-31.1102695465088,-179.683944702148
64.5654220581055,-31.5211353302002,-179.691528320313
66.0693435668945,-31.9314994812012,-179.698913574219
67.6082992553711,-32.3413848876953,-179.706100463867
69.1830978393555,-32.7508163452148,-179.713104248047
70.7945785522461,-33.1598129272461,-179.719924926758
72.4435958862305,-33.5683975219727,-179.7265625
74.1310272216797,-33.9765853881836,-179.733047485352
75.8577575683594,-34.3843994140625,-179.739349365234
77.6247100830078,-34.7918548583984,-179.745498657227
79.4328231811523,-35.1989669799805,-179.751495361328
81.2830505371094,-35.6057548522949,-179.757339477539
83.1763763427734,-36.0122337341309,-179.763046264648
85.1138000488281,-36.4184150695801,-179.768600463867
87.0963592529297,-36.8243141174316,-179.774032592773
89.1250915527344,-37.2299423217773,-179.779312133789
91.2010803222656,-37.6353187561035,-179.784469604492
93.3254318237305,-38.0404472351074,-179.789505004883
95.4992599487305,-38.4453392028809,-179.794403076172
97.7237243652344,-38.8500099182129,-179.799194335938
100,-39.2544708251953,-179.803863525391
102.329299926758,-39.6587257385254,-179.80842590332
104.712852478027,-40.0627899169922,-179.812881469727
107.151931762695,-40.466667175293,-179.81721496582
109.647819519043,-40.8703689575195,-179.82145690918
112.201843261719,-41.2739028930664,-179.825592041016
114.815361022949,-41.6772766113281,-179.829620361328
117.489753723145,-42.0804977416992,-179.833557128906
120.226440429688,-42.4835739135742,-179.83740234375
123.026878356934,-42.8865089416504,-179.841171264648
125.892539978027,-43.2893104553223,-179.844833374023
128.824951171875,-43.6919860839844,-179.848403930664
131.825668334961,-44.094539642334,-179.851898193359
134.896286010742,-44.4969749450684,-179.855316162109
138.038421630859,-44.8993034362793,-179.858642578125
141.253753662109,-45.3015251159668,-179.861892700195
144.543975830078,-45.7036476135254,-179.865081787109
147.910842895508,-46.1056747436523,-179.868179321289
151.35612487793,-46.5076103210449,-179.871200561523
154.88166809082,-46.9094543457031,-179.874160766602
158.489318847656,-47.3112182617188,-179.877059936523
162.181015014648,-47.7129020690918,-179.8798828125
165.958694458008,-48.1145095825195,-179.882629394531
169.824371337891,-48.5160446166992,-179.885330200195
173.780090332031,-48.9175109863281,-179.887954711914
177.827941894531,-49.3189125061035,-179.890518188477
181.970092773438,-49.7202453613281,-179.893035888672
186.208709716797,-50.121524810791,-179.895477294922
190.54606628418,-50.5227394104004,-179.897872924805
194.984466552734,-50.9239044189453,-179.900207519531
199.526229858398,-51.3250160217285,-179.902496337891
204.173797607422,-51.72607421875,-179.904724121094
208.929611206055,-52.1270904541016,-179.90690612793
213.796203613281,-52.5280570983887,-179.909042358398
218.776168823242,-52.9289779663086,-179.911117553711
223.872116088867,-53.3298606872559,-179.913146972656
229.086761474609,-53.7307052612305,-179.915130615234
234.422882080078,-54.1315078735352,-179.917068481445
239.883285522461,-54.5322761535645,-179.918960571289
245.470886230469,-54.9330101013184,-179.920822143555
251.18864440918,-55.3337097167969,-179.922622680664
257.039581298828,-55.7343788146973,-179.924392700195
263.026794433594,-56.1350173950195,-179.926116943359
269.153472900391,-56.5356254577637,-179.927810668945
275.422882080078,-56.936206817627,-179.929458618164
281.838287353516,-57.3367652893066,-179.931060791016
288.403137207031,-57.7372932434082,-179.932632446289
295.120910644531,-58.1378021240234,-179.934173583984
301.995178222656,-58.5382843017578,-179.935684204102
309.029541015625,-58.9387474060059,-179.937149047852
316.227752685547,-59.3391914367676,-179.938583374023
323.593658447266,-59.7396125793457,-179.939987182617
331.131134033203,-60.1400146484375,-179.941345214844
338.844146728516,-60.540397644043,-179.942687988281
346.736846923828,-60.9407653808594,-179.944000244141
354.813385009766,-61.3411140441895,-179.945266723633
363.078063964844,-61.7414512634277,-179.946517944336
371.535217285156,-62.1417694091797,-179.947738647461
380.189392089844,-62.5420761108398,-179.948928833008
389.045135498047,-62.9423675537109,-179.950088500977
398.107177734375,-63.3426475524902,-179.951232910156
407.380279541016,-63.7429122924805,-179.952346801758
416.869384765625,-64.1431655883789,-179.953430175781
426.579528808594,-64.5434112548828,-179.954483032227
436.515838623047,-64.9436416625977,-179.955520629883
446.68359375,-65.343864440918,-179.95654296875
457.088195800781,-65.7440719604492,-179.957534790039
467.735137939453,-66.1442718505859,-179.95849609375
478.630096435547,-66.5444641113281,-179.959442138672
489.77880859375,-66.9446487426758,-179.960372924805
501.187225341797,-67.3448257446289,-179.961273193359
512.861389160156,-67.7449951171875,-179.962158203125
524.807434082031,-68.1451568603516,-179.963012695313
537.031799316406,-68.5453033447266,-179.963851928711
549.540893554688,-68.9454498291016,-179.96467590332
562.34130859375,-69.3455963134766,-179.965484619141
575.43994140625,-69.7457275390625,-179.966278076172
588.843627929688,-70.1458511352539,-179.967041015625
602.5595703125,-70.5459747314453,-179.967788696289
616.595031738281,-70.9460906982422,-179.968521118164
630.957336425781,-71.3461990356445,-179.96923828125
645.654235839844,-71.7463073730469,-179.969940185547
660.693420410156,-72.1464080810547,-179.970626831055
676.082946777344,-72.546501159668,-179.971298217773
691.830993652344,-72.9465942382813,-179.971954345703
707.94580078125,-73.3466873168945,-179.972595214844
724.435974121094,-73.7467651367188,-179.973205566406
741.310241699219,-74.1468505859375,-179.973815917969
758.577575683594,-74.5469284057617,-179.974411010742
776.247131347656,-74.9469985961914,-179.975006103516
794.328247070313,-75.3470687866211,-179.975570678711
812.830505371094,-75.7471389770508,-179.976119995117
831.763793945313,-76.1472015380859,-179.976669311523
851.138061523438,-76.5472640991211,-179.977203369141
870.963562011719,-76.9473190307617,-179.977722167969
891.250915527344,-77.3473739624023,-179.978225708008
912.010864257813,-77.747428894043,-179.978729248047
933.254272460938,-78.1474761962891,-179.979202270508
954.992614746094,-78.5475234985352,-179.979675292969
977.237243652344,-78.9475708007813,-179.98014831543
1000,-79.3476181030273,-179.980590820313
1023.29296875,-79.7476577758789,-179.981033325195
1047.12854003906,-80.1476974487305,-179.981475830078
1071.51928710938,-80.547737121582,-179.981887817383
1096.47814941406,-80.9477767944336,-179.982299804688
1122.01843261719,-81.3478088378906,-179.982711791992
1148.15356445313,-81.7478408813477,-179.983093261719
1174.89758300781,-82.1478729248047,-179.983489990234
1202.26440429688,-82.5479049682617,-179.983856201172
1230.26879882813,-82.9479370117188,-179.984222412109
1258.92541503906,-83.3479614257813,-179.984588623047
1288.24951171875,-83.7479858398438,-179.984939575195
1318.25671386719,-84.1480102539063,-179.985275268555
1348.962890625,-84.5480346679688,-179.985610961914
1380.38427734375,-84.9480590820313,-179.985946655273
1412.53759765625,-85.3480834960938,-179.986267089844
1445.43981933594,-85.7481002807617,-179.986572265625
1479.1083984375,-86.1481246948242,-179.986877441406
1513.56127929688,-86.5481414794922,-179.987182617188
1548.81665039063,-86.9481582641602,-179.98747253418
1584.89318847656,-87.3481826782227,-179.987762451172
1621.81005859375,-87.7481994628906,-179.988037109375
1659.5869140625,-88.1482162475586,-179.988311767578
1698.24365234375,-88.548225402832,-179.988571166992
1737.80078125,-88.9482421875,-179.988830566406
1778.27941894531,-89.348258972168,-179.98908996582
1819.70080566406,-89.7482681274414,-179.989334106445
1862.08715820313,-90.1482849121094,-179.98957824707
1905.46069335938,-90.5482940673828,-179.989822387695
1949.84460449219,-90.9483032226563,-179.990051269531
1995.26232910156,-91.3483200073242,-179.990280151367
2041.73791503906,-91.7483291625977,-179.990493774414
2089.29614257813,-92.1483383178711,-179.990707397461
2137.96215820313,-92.5483474731445,-179.990921020508
2187.76171875,-92.948356628418,-179.991134643555
2238.72119140625,-93.3483657836914,-179.991333007813
2290.86767578125,-93.7483749389648,-179.99153137207
2344.22875976563,-94.1483840942383,-179.991729736328
2398.8330078125,-94.5483856201172,-179.991912841797
2454.708984375,-94.9483947753906,-179.992095947266
2511.88647460938,-95.3484039306641,-179.992279052734
2570.39575195313,-95.7484130859375,-179.992446899414
2630.26806640625,-96.1484146118164,-179.992630004883
2691.53491210938,-96.5484237670898,-179.992797851563
2754.22875976563,-96.9484252929688,-179.992950439453
2818.3828125,-97.3484344482422,-179.993118286133
2884.03149414063,-97.7484359741211,-179.993270874023
2951.20922851563,-98.1484451293945,-179.993423461914
3019.95166015625,-98.5484466552734,-179.993576049805
3090.29541015625,-98.9484558105469,-179.993728637695
3162.27758789063,-99.3484573364258,-179.993865966797
3235.9365234375,-99.7484588623047,-179.994003295898
3311.31127929688,-100.148468017578,-179.994140625
3388.44165039063,-100.548469543457,-179.994277954102
3467.36840820313,-100.948471069336,-179.994400024414
3548.1337890625,-101.348480224609,-179.994537353516
3630.78051757813,-101.748481750488,-179.994659423828
3715.35229492188,-102.148483276367,-179.994781494141
3801.89404296875,-102.548484802246,-179.994903564453
3890.45141601563,-102.948486328125,-179.995010375977
3981.07177734375,-103.348495483398,-179.995132446289
4073.802734375,-103.748497009277,-179.995239257813
4168.69384765625,-104.148498535156,-179.995346069336
4265.79541015625,-104.548500061035,-179.995452880859
4365.158203125,-104.948501586914,-179.995559692383
4466.8359375,-105.348503112793,-179.995651245117
4570.8818359375,-105.748504638672,-179.995758056641
4677.3515625,-106.148506164551,-179.995849609375
4786.30078125,-106.54850769043,-179.995941162109
4897.7880859375,-106.948516845703,-179.996032714844
5011.87255859375,-107.348518371582,-179.996124267578
5128.61376953125,-107.748519897461,-179.996215820313
5248.07470703125,-108.14852142334,-179.996307373047
5370.31787109375,-108.548522949219,-179.996383666992
5495.40869140625,-108.948524475098,-179.996475219727
5623.4130859375,-109.348526000977,-179.996551513672
5754.3994140625,-109.748519897461,-179.996627807617
5888.4365234375,-110.14852142334,-179.996704101563
6025.595703125,-110.548522949219,-179.996780395508
6165.9501953125,-110.948524475098,-179.996856689453
6309.5732421875,-111.348526000977,-179.996917724609
6456.54248046875,-111.748527526855,-179.996994018555
6606.9345703125,-112.148529052734,-179.9970703125
6760.82958984375,-112.548530578613,-179.997131347656
6918.3095703125,-112.948532104492,-179.997192382813
7079.4580078125,-113.348533630371,-179.997253417969
7244.359375,-113.74853515625,-179.997314453125
7413.1025390625,-114.148536682129,-179.997375488281
7585.77587890625,-114.548538208008,-179.997436523438
7762.47119140625,-114.948539733887,-179.997497558594
7943.2822265625,-115.348533630371,-179.99755859375
8128.30517578125,-115.74853515625,-179.997619628906
8317.6376953125,-116.148536682129,-179.997665405273
8511.380859375,-116.548538208008,-179.99772644043
8709.6357421875,-116.948539733887,-179.997772216797
8912.509765625,-117.348541259766,-179.997817993164
9120.1083984375,-117.748542785645,-179.99787902832
9332.54296875,-118.148544311523,-179.997924804688
9549.92578125,-118.548538208008,-179.997970581055
9772.3720703125,-118.948539733887,-179.998016357422
10000,-119.348541259766,-179.998062133789
10232.9296875,-119.748542785645,-179.998107910156
10471.28515625,-120.148544311523,-179.998153686523
10715.193359375,-120.548545837402,-179.998184204102
10964.7822265625,-120.948547363281,-179.998229980469
11220.1845703125,-121.348541259766,-179.998275756836
11481.5361328125,-121.748542785645,-179.998306274414
11748.9755859375,-122.148544311523,-179.998352050781
12022.64453125,-122.548545837402,-179.998382568359
12302.6875,-122.948547363281,-179.998428344727
12589.25390625,-123.34854888916,-179.998458862305
12882.4951171875,-123.748542785645,-179.998489379883
13182.5673828125,-124.148544311523,-179.99853515625
13489.62890625,-124.548545837402,-179.998565673828
13803.8427734375,-124.948547363281,-179.998596191406
14125.375,-125.34854888916,-179.998626708984
14454.3974609375,-125.748550415039,-179.998657226563
14791.083984375,-126.148544311523,-179.998687744141
15135.6123046875,-126.548545837402,-179.998718261719
15488.166015625,-126.948547363281,-179.998748779297
15848.931640625,-127.34854888916,-179.998779296875
16218.1005859375,-127.748550415039,-179.998809814453
16595.869140625,-128.148544311523,-179.998825073242
16982.4375,-128.548553466797,-179.99885559082
17378.0078125,-128.948547363281,-179.998886108398
17782.794921875,-129.348541259766,-179.998901367188
18197.0078125,-129.748550415039,-179.998931884766
18620.87109375,-130.148544311523,-179.998962402344
19054.607421875,-130.548553466797,-179.998977661133
19498.4453125,-130.948547363281,-179.999008178711
19952.623046875,-131.348556518555,-179.9990234375
20417.37890625,-131.748550415039,-179.999053955078
20892.9609375,-132.148544311523,-179.999069213867
21379.62109375,-132.548553466797,-179.999099731445
21877.6171875,-132.948547363281,-179.999114990234
22387.2109375,-133.348556518555,-179.999130249023
22908.67578125,-133.748550415039,-179.999145507813
23442.2890625,-134.148544311523,-179.999176025391
23988.330078125,-134.548553466797,-179.99919128418
24547.08984375,-134.948547363281,-179.999206542969
25118.865234375,-135.348556518555,-179.999221801758
25703.95703125,-135.748550415039,-179.999252319336
26302.6796875,-136.148544311523,-179.999267578125
26915.34765625,-136.548553466797,-179.999282836914
27542.287109375,-136.948547363281,-179.999298095703
28183.830078125,-137.348556518555,-179.999313354492
28840.314453125,-137.748550415039,-179.999328613281
29512.091796875,-138.148544311523,-179.99934387207
30199.517578125,-138.548553466797,-179.999359130859
30902.955078125,-138.948547363281,-179.999374389648
31622.77734375,-139.348556518555,-179.999389648438
32359.365234375,-139.748550415039,-179.999404907227
33113.11328125,-140.148544311523,-179.999420166016
33884.4140625,-140.548553466797,-179.999420166016
34673.68359375,-140.948547363281,-179.999435424805
35481.33984375,-141.348556518555,-179.999450683594
36307.8046875,-141.748550415039,-179.999465942383
37153.5234375,-142.148544311523,-179.999481201172
38018.94140625,-142.548553466797,-179.999496459961
38904.515625,-142.948547363281,-179.999496459961
39810.71875,-143.348556518555,-179.99951171875
40738.02734375,-143.748550415039,-179.999526977539
41686.9375,-144.148544311523,-179.999526977539
42657.953125,-144.548553466797,-179.999542236328
43651.58203125,-144.948547363281,-179.999557495117
44668.359375,-145.348556518555,-179.999572753906
45708.8203125,-145.748550415039,-179.999572753906
46773.515625,-146.148544311523,-179.999588012695
47863.0078125,-146.548553466797,-179.999588012695
48977.8828125,-146.948547363281,-179.999603271484
50118.72265625,-147.348556518555,-179.999618530273
51286.13671875,-147.748550415039,-179.999618530273
52480.74609375,-148.148544311523,-179.999633789063
53703.1796875,-148.548553466797,-179.999633789063
54954.0859375,-148.948547363281,-179.999649047852
56234.1328125,-149.348556518555,-179.999649047852
57543.9921875,-149.748550415039,-179.999664306641
58884.3671875,-150.148544311523,-179.999664306641
60255.95703125,-150.548553466797,-179.99967956543
61659.5,-150.948547363281,-179.99967956543
63095.734375,-151.348556518555,-179.999694824219
64565.421875,-151.748550415039,-179.999694824219
66069.34375,-152.148544311523,-179.999710083008
67608.296875,-152.548553466797,-179.999710083008
69183.09375,-152.948547363281,-179.999725341797
70794.578125,-153.348556518555,-179.999725341797
72443.59375,-153.748550415039,-179.999725341797
74131.0234375,-154.148544311523,-179.999740600586
75857.7578125,-154.548553466797,-179.999740600586
77624.7109375,-154.948547363281,-179.999755859375
79432.8203125,-155.348556518555,-179.999755859375
81283.0546875,-155.748550415039,-179.999755859375
83176.375,-156.148559570313,-179.999771118164
85113.8046875,-156.548553466797,-179.999771118164
87096.359375,-156.948547363281,-179.999771118164
89125.09375,-157.348556518555,-179.999786376953
91201.0859375,-157.748550415039,-179.999786376953
93325.4296875,-158.148544311523,-179.999786376953
95499.2578125,-158.548553466797,-179.999801635742
97723.71875,-158.948547363281,-179.999801635742
100000,-159.348556518555,-179.999801635742
